Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1997-12-01,1007265186745.6442,2395.8333333333335,71.12833333333333,2949.8341666666665,5.0,3.0833333333333335,6.0,1240946666.6666667,18.083333333333332,811.6600046400125,0.7865897435897437,1.0046296296296295,0.3162810956957376,0.6298771768436398
1998-01-01,1012416715379.85,2410.0,71.17,2964.66,5.0,3.0,6.0,1241935000.0,18.0,815.1929975239042,0.7872307692307693,1.0,0.316953399235291,0.629553280603357
1998-02-01,1018010324587.7949,2427.5,71.19083333333333,2981.8991666666666,5.0,3.0,6.0,1242835000.0,18.0,819.0724576732363,0.7875512820512821,1.0,0.31765248861320555,0.6300981607372299
1998-03-01,1023603933795.74,2445.0,71.21166666666667,2999.1383333333333,5.0,3.0,6.0,1243735000.0,18.0,822.9519178225682,0.7878717948717949,1.0,0.31835157799112007,0.6306430408711028
1998-04-01,1029197543003.6849,2462.5,71.2325,3016.3775,5.0,3.0,6.0,1244635000.0,18.0,826.8313779719003,0.7881923076923077,1.0,0.31905066736903465,0.6311879210049757
1998-05-01,1034791152211.63,2480.0,71.25333333333333,3033.616666666667,5.0,3.0,6.0,1245535000.0,18.0,830.7108381212324,0.7885128205128206,1.0,0.3197497567469492,0.6317328011388486
1998-06-01,1040384761419.575,2497.5,71.27416666666667,3050.8558333333335,5.0,3.0,6.0,1246435000.0,18.0,834.5902982705644,0.7888333333333334,1.0,0.32044884612486374,0.6322776812727214
1998-07-01,1045978370627.52,2515.0,71.295,3068.0950000000003,5.0,3.0,6.0,1247335000.0,18.0,838.4697584198965,0.7891538461538462,1.0,0.3211479355027783,0.6328225614065943
1998-08-01,1051571979835.465,2532.5,71.31583333333333,3085.3341666666665,5.0,3.0,6.0,1248235000.0,18.0,842.3492185692286,0.789474358974359,1.0,0.3218470248806929,0.6333674415404671
1998-09-01,1057165589043.4099,2550.0,71.33666666666667,3102.5733333333333,5.0,3.0,6.0,1249135000.0,18.0,846.2286787185606,0.7897948717948718,1.0,0.3225461142586074,0.63391232167434
1998-10-01,1062759198251.355,2567.5,71.3575,3119.8125,5.0,3.0,6.0,1250035000.0,18.0,850.1081388678926,0.7901153846153847,1.0,0.323245203636522,0.6344572018082129
1998-11-01,1068352807459.2999,2585.0,71.37833333333333,3137.0516666666667,5.0,3.0,6.0,1250935000.0,18.0,853.9875990172247,0.7904358974358975,1.0,0.32394429301443656,0.6350020819420857
1998-12-01,1073946416667.245,2602.5,71.39916666666667,3154.2908333333335,5.0,3.0,6.0,1251835000.0,18.0,857.8670591665567,0.7907564102564103,1.0,0.3246433823923511,0.6355469620759586
