Year,GNI (current US$),"GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","GNI per capita, PPP (constant 2017 international $)","Primary education, duration (years)","Preprimary education, duration (years)","Secondary education, duration (years)","Population, total",Expected Years of Schooling,GNI per capital,Life Expectancy Index,Education Index,Income Index,Human Development Index
1999-06-01,206214618213.14832,27986.666666666668,77.98416666666667,45049.175833333335,4.0,6.0,8.0,8000341.5,22.0,25777.095850655627,0.8920641025641025,1.2222222222222223,0.8385190205086478,0.9705445332317179
1999-07-01,204694178452.47998,28150.0,78.005,45193.104999999996,4.0,6.0,8.0,8001945.0,22.0,25581.960738540685,0.8923846153846153,1.2222222222222223,0.8373659859997654,0.9702153576300124
1999-08-01,203173738691.81168,28313.333333333332,78.02583333333332,45337.034166666665,4.0,6.0,8.0,8003548.5,22.0,25386.825626425743,0.8927051282051282,1.2222222222222223,0.836212951490883,0.969886182028307
1999-09-01,201653298931.14334,28476.666666666668,78.04666666666667,45480.96333333333,4.0,6.0,8.0,8005152.0,22.0,25191.690514310805,0.893025641025641,1.2222222222222223,0.8350599169820007,0.9695570064266016
1999-10-01,200132859170.475,28640.0,78.0675,45624.8925,4.0,6.0,8.0,8006755.5,22.0,24996.555402195867,0.8933461538461538,1.2222222222222223,0.8339068824731182,0.9692278308248963
1999-11-01,198612419409.80667,28803.333333333332,78.08833333333332,45768.82166666667,4.0,6.0,8.0,8008359.0,22.0,24801.420290080925,0.8936666666666666,1.2222222222222223,0.8327538479642358,0.9688986552231909
1999-12-01,197091979649.13834,28966.666666666668,78.10916666666667,45912.75083333333,4.0,6.0,8.0,8009962.5,22.0,24606.285177965983,0.8939871794871794,1.2222222222222223,0.8316008134553534,0.9685694796214854
2000-01-01,195571539888.47,29130.0,78.13,46056.68,4.0,6.0,8.0,8011566.0,22.0,24411.150065851045,0.8943076923076922,1.2222222222222223,0.830447778946471,0.96824030401978
2000-02-01,195507905791.48166,29144.166666666668,78.16749999999999,46070.739166666666,4.0,6.0,8.0,8014126.583333333,22.0,24395.465374806532,0.8948846153846153,1.2222222222222223,0.8303503462770903,0.9684099931660665
2000-03-01,195444271694.49335,29158.333333333332,78.205,46084.79833333333,4.0,6.0,8.0,8016687.166666667,22.0,24379.78068376202,0.8954615384615384,1.2222222222222223,0.8302529136077095,0.9685796823123529
2000-04-01,195380637597.505,29172.5,78.24249999999999,46098.8575,4.0,6.0,8.0,8019247.75,22.0,24364.095992717506,0.8960384615384615,1.2222222222222223,0.8301554809383287,0.9687493714586395
2000-05-01,195317003500.51666,29186.666666666668,78.28,46112.916666666664,4.0,6.0,8.0,8021808.333333333,22.0,24348.411301672993,0.8966153846153846,1.2222222222222223,0.8300580482689478,0.9689190606049259
2000-06-01,195253369403.52832,29200.833333333332,78.3175,46126.97583333333,4.0,6.0,8.0,8024368.916666667,22.0,24332.72661062848,0.8971923076923076,1.2222222222222223,0.829960615599567,0.9690887497512124
